timestamp_utc,pollutant_value,pollutant_unit,latitude,longitude,location_name,parameter_name
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",12.0,,42.2867,123.84860000000002,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T21:00:00+09:00'}",3.0,,37.449479,127.155512,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",7.0,,21.4688,111.0286,,
"{'utc': '2023-12-20T08:00:00Z', 'local': '2023-12-20T09:00:00+01:00'}",8.01206,,53.915675,14.246575,,
"{'utc': '2024-11-30T01:00:00Z', 'local': '2024-11-29T18:00:00-07:00'}",6.054166595141093,,62.45471,-114.35535,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",6.812202392589479,,61.789676,15.894706,,
"{'utc': '2023-06-13T00:00:00Z', 'local': '2023-06-13T07:00:00+07:00'}",9.7,,18.358249,103.652055,,
"{'utc': '2020-10-21T21:00:00Z', 'local': '2020-10-21T14:00:00-07:00'}",3.2,,45.735931,-121.488398,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T22:00:00+10:00'}",-9999.0,,-23.7744,151.1055,,
"{'utc': '2025-01-08T17:00:00Z', 'local': '2025-01-09T04:00:00+11:00'}",3.86,,-37.05928,142.7799,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T19:00:00+07:00'}",6.720535665987029,,16.25802367972713,102.77506342533592,,
"{'utc': '2025-01-08T17:00:00Z', 'local': '2025-01-09T04:00:00+11:00'}",8.97,,-38.2392921,146.3873,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",2.6122916678587598,,43.212988,-123.317353,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T20:00:00+08:00'}",20.883015882401242,,10.735369779100294,122.53702703753301,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T19:00:00+07:00'}",7.2,,14.8762222,103.4965833,,
"{'utc': '2025-10-04T08:00:00Z', 'local': '2025-10-04T02:00:00-06:00'}",18.5,,44.087397,-103.273777,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T19:00:00+07:00'}",15.5,,15.875800000000002,104.6223,,
"{'utc': '2024-03-10T18:31:00Z', 'local': '2024-03-10T20:31:00+02:00'}",11.13,,42.8877,25.3216,,
"{'utc': '2023-11-23T06:00:00Z', 'local': '2023-11-23T13:00:00+07:00'}",13.6,,15.086836199999999,104.32647460000001,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T19:00:00+07:00'}",8.9,,14.204219999999998,101.21509,,
"{'utc': '2025-10-04T11:00:00Z', 'local': '2025-10-04T14:00:00+03:00'}",5.9046,,60.169640000006716,24.939240000258355,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T13:00:00+01:00'}",1.0610000077635051,,52.713113471698044,-1.3838661243430228,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",0.2523055523633957,,-28.829229,31.893536,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",1.7119861096143723,,-28.865244,31.911679,,
"{'utc': '2024-07-19T05:00:00Z', 'local': '2024-07-19T07:00:00+02:00'}",7.08690470457077,,-28.731301,32.039016,,
"{'utc': '2025-02-24T07:00:00Z', 'local': '2025-02-24T14:00:00+07:00'}",4.25898806254069,,14.920165439073962,104.71185584158256,,
"{'utc': '2025-10-03T13:00:00Z', 'local': '2025-10-03T07:00:00-06:00'}",17.5,,40.20938,-104.82405,,
"{'utc': '2024-07-25T22:02:04Z', 'local': '2024-07-25T15:02:04-07:00'}",10.09,,36.57268,-121.80505,,
"{'utc': '2025-10-04T11:58:34Z', 'local': '2025-10-04T12:58:34+01:00'}",1.42,,49.18179,-2.09771,,
"{'utc': '2025-10-04T12:00:26Z', 'local': '2025-10-04T13:00:26+01:00'}",1.33,,49.18045,-2.1036,,
"{'utc': '2025-10-04T12:02:09Z', 'local': '2025-10-04T13:02:09+01:00'}",1.98,,49.19244,-2.10078,,
"{'utc': '2025-10-04T12:04:05Z', 'local': '2025-10-04T13:04:05+01:00'}",1.89,,49.19031,-2.11092,,
"{'utc': '2025-10-04T11:54:19Z', 'local': '2025-10-04T12:54:19+01:00'}",2.1,,49.19001,-2.11109,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T06:00:00-06:00'}",1.0566527797116174,,40.705548,-112.016435,,
"{'utc': '2025-06-23T20:00:00Z', 'local': '2025-06-23T22:00:00+02:00'}",1.3310909162868152,,49.2455395,16.5718145,,
"{'utc': '2024-11-23T00:00:00Z', 'local': '2024-11-22T16:00:00-08:00'}",0.06666666766007741,,38.0778215,-122.5562582,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",1.8142083374162519,,52.41201712084536,5.297443642682735,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",3.7,,38.77841,-75.86964,,
"{'utc': '2024-10-18T14:05:53Z', 'local': '2024-10-18T09:05:53-05:00'}",5.08,,29.76351,-95.27499,,
"{'utc': '2025-10-04T10:00:00Z', 'local': '2025-10-04T15:30:00+05:30'}",31.0,,19.047,72.8746,,
"{'utc': '2017-04-28T11:00:00Z', 'local': '2017-04-28T12:00:00+01:00'}",11.0,,51.617327,-0.298775,,
"{'utc': '2022-10-31T01:45:00Z', 'local': '2022-10-31T07:15:00+05:30'}",115.58,,30.379589,76.778328,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",3.3,,46.0588,-118.3514,,
"{'utc': '2024-08-29T18:00:00Z', 'local': '2024-08-29T08:00:00-10:00'}",3.5,,20.89992,-156.68121,,
"{'utc': '2024-06-19T23:00:00Z', 'local': '2024-06-19T13:00:00-10:00'}",9.6,,20.90132,-156.68335,,
"{'utc': '2025-10-04T11:00:00Z', 'local': '2025-10-04T20:00:00+09:00'}",9.0,,35.687222,139.5225,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T13:00:00+01:00'}",1.1366567454995617,,51.446046,-0.94838,,
"{'utc': '2024-07-11T16:00:00Z', 'local': '2024-07-11T06:00:00-10:00'}",7.5,,20.89992,-156.68121,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T20:00:00+08:00'}",20.0,,22.757506000000003,120.30568900000002,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",15.0,,22.803699999999996,108.38290000000002,,
"{'utc': '2025-10-04T11:00:00Z', 'local': '2025-10-04T20:00:00+09:00'}",9.0,,37.936667,140.895,,
"{'utc': '2025-10-04T10:15:00Z', 'local': '2025-10-04T15:45:00+05:30'}",9.48,,25.425602,81.917152,,
"{'utc': '2020-05-05T23:00:00Z', 'local': '2020-05-06T01:00:00+02:00'}",8.0,,44.92600000000001,10.3719,,
"{'utc': '2019-11-07T13:00:00Z', 'local': '2019-11-07T21:00:00+08:00'}",4.0,,37.809,120.773,,
"{'utc': '2024-10-17T16:00:00Z', 'local': '2024-10-17T10:00:00-06:00'}",0.9,,19.530094444444,-96.881880555556,,
"{'utc': '2025-10-04T12:05:49Z', 'local': '2025-10-04T13:05:49+01:00'}",5.66,,49.2457,-2.1387,,
"{'utc': '2025-01-22T15:26:13Z', 'local': '2025-01-22T15:26:13Z'}",18.65,,49.1888,-2.0399,,
"{'utc': '2025-10-04T11:57:02Z', 'local': '2025-10-04T12:57:02+01:00'}",2.83,,49.1757,-2.0882,,
"{'utc': '2025-10-04T12:00:37Z', 'local': '2025-10-04T13:00:37+01:00'}",3.77,,49.1877,-2.117,,
"{'utc': '2025-10-04T12:03:09Z', 'local': '2025-10-04T13:03:09+01:00'}",3.81,,49.1906,-2.2004,,
"{'utc': '2025-10-04T12:00:17Z', 'local': '2025-10-04T13:00:17+01:00'}",3.98,,49.2327,-2.2026,,
"{'utc': '2025-10-04T09:45:00Z', 'local': '2025-10-04T15:15:00+05:30'}",11.15,,19.0575752,73.0151367,,
"{'utc': '2025-01-08T12:00:00Z', 'local': '2025-01-08T07:00:00-05:00'}",8.8,,-7.763269,-79.152083,,
"{'utc': '2025-10-04T12:00:19Z', 'local': '2025-10-04T13:00:19+01:00'}",3.86,,49.1928,-2.1086,,
"{'utc': '2025-06-12T13:00:00Z', 'local': '2025-06-12T09:00:00-04:00'}",3.071727232499556,,29.660282523266797,-82.31616064037314,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",19.63709723419613,,39.9459828,-84.16601,,
"{'utc': '2025-04-11T16:00:00Z', 'local': '2025-04-11T17:00:00+01:00'}",16.612337719310414,,53.4445,-2.21758,,
"{'utc': '2025-10-04T11:58:03Z', 'local': '2025-10-04T12:58:03+01:00'}",1.19,,49.1868,-2.1099,,
"{'utc': '2025-10-04T11:53:28Z', 'local': '2025-10-04T12:53:28+01:00'}",1.81,,49.1788,-2.0937,,
"{'utc': '2025-10-04T11:54:32Z', 'local': '2025-10-04T12:54:32+01:00'}",0.0,,49.186,-2.1142,,
"{'utc': '2025-10-04T12:04:50Z', 'local': '2025-10-04T13:04:50+01:00'}",4.04,,49.2349,-2.1732,,
"{'utc': '2025-10-04T12:02:37Z', 'local': '2025-10-04T13:02:37+01:00'}",2.35,,49.2197,-2.1145,,
"{'utc': '2025-10-04T12:05:32Z', 'local': '2025-10-04T13:05:32+01:00'}",2.39,,49.1998,-2.0219,,
"{'utc': '2025-10-04T11:51:48Z', 'local': '2025-10-04T12:51:48+01:00'}",2.48,,49.1804,-2.1159,,
"{'utc': '2025-10-04T12:01:12Z', 'local': '2025-10-04T13:01:12+01:00'}",2.1,,49.1921,-2.0998,,
"{'utc': '2025-10-04T11:51:28Z', 'local': '2025-10-04T12:51:28+01:00'}",3.72,,49.213,-2.1821,,
"{'utc': '2025-10-04T11:55:15Z', 'local': '2025-10-04T12:55:15+01:00'}",3.16,,49.1762,-2.1108,,
"{'utc': '2025-06-13T04:16:42Z', 'local': '2025-06-13T05:16:42+01:00'}",9.23,,49.1863,-2.1023,,
"{'utc': '2025-10-04T12:02:40Z', 'local': '2025-10-04T13:02:40+01:00'}",3.08,,49.1832,-2.107,,
"{'utc': '2025-10-04T12:02:57Z', 'local': '2025-10-04T13:02:57+01:00'}",3.43,,49.1966,-2.1585,,
"{'utc': '2025-10-04T11:58:16Z', 'local': '2025-10-04T12:58:16+01:00'}",2.29,,49.1838,-2.0955,,
"{'utc': '2025-10-04T11:52:02Z', 'local': '2025-10-04T12:52:02+01:00'}",4.56,,49.1945,-2.1282,,
"{'utc': '2025-10-04T12:04:40Z', 'local': '2025-10-04T13:04:40+01:00'}",2.37,,49.2331,-2.0898,,
"{'utc': '2025-10-04T11:59:02Z', 'local': '2025-10-04T12:59:02+01:00'}",1.98,,49.188,-2.1701,,
"{'utc': '2025-10-04T12:03:06Z', 'local': '2025-10-04T13:03:06+01:00'}",2.43,,49.2071,-2.1735,,
"{'utc': '2025-10-04T12:05:07Z', 'local': '2025-10-04T13:05:07+01:00'}",3.77,,49.1833,-2.1121,,
"{'utc': '2025-10-04T12:06:05Z', 'local': '2025-10-04T07:06:05-05:00'}",14.87,,29.75842,-95.26696,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",18.0,,22.5947,113.0828,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",35.0,,32.6531,117.0566,,
"{'utc': '2024-01-29T19:00:00Z', 'local': '2024-01-29T20:00:00+01:00'}",12.225,,48.6911125194678,21.2863884,,
"{'utc': '2022-10-28T02:00:00Z', 'local': '2022-10-28T05:00:00+03:00'}",10.365,,38.92699999999999,27.8405,,
"{'utc': '2025-10-04T12:06:30Z', 'local': '2025-10-04T13:06:30+01:00'}",1.6,,49.2141,-2.1413,,
"{'utc': '2025-10-04T11:58:39Z', 'local': '2025-10-04T12:58:39+01:00'}",4.54,,49.1881,-2.2148,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",8.0,,41.3325,123.75670000000001,,
"{'utc': '2025-10-04T11:00:00Z', 'local': '2025-10-04T13:00:00+02:00'}",21.3182,,43.3572219999458,19.349125000041326,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T19:00:00+07:00'}",11.0,,13.7201042,100.7807077,,
"{'utc': '2025-04-10T14:00:00Z', 'local': '2025-04-10T07:00:00-07:00'}",29.9700267,,32.646944444444,-115.44611111111,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",1.102625001842777,,47.200893,-123.108951,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T06:00:00-06:00'}",6.937583337724209,,53.540174945601024,-113.5235011562625,,
"{'utc': '2025-10-04T10:00:00Z', 'local': '2025-10-04T12:00:00+02:00'}",4.0,,49.54407799985856,8.465280999622944,,
"{'utc': '2019-04-18T18:00:00Z', 'local': '2019-04-18T11:00:00-07:00'}",11.0,,39.2031,-122.0169,,
"{'utc': '2025-10-04T10:15:00Z', 'local': '2025-10-04T15:45:00+05:30'}",22.68,,22.554954,88.292568,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",0.5,,53.914719999999996,-122.74194,,
"{'utc': '2024-07-03T04:00:00Z', 'local': '2024-07-02T22:00:00-06:00'}",0.2702,,20.631268055556,-103.41643083333,,
"{'utc': '2020-12-01T00:00:00Z', 'local': '2020-12-01T00:00:00Z'}",3.69,,51.59906,-0.095201,,
"{'utc': '2022-11-22T23:00:00Z', 'local': '2022-11-23T10:00:00+11:00'}",0.2,,-34.3075,150.58,,
"{'utc': '2019-12-04T19:00:00Z', 'local': '2019-12-04T11:00:00-08:00'}",8.0,,38.510696,-122.805991,,
"{'utc': '2023-02-16T00:00:00Z', 'local': '2023-02-15T21:00:00-03:00'}",7.0,,-23.59184199,-46.6606875,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",44.0,,36.34890000000001,113.235,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T19:00:00+07:00'}",10.6,,12.7066,101.18055,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",46.0,,36.663000000000004,117.04949999999998,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T07:00:00-05:00'}",11.3,,40.5169,-88.9975,,
"{'utc': '2025-10-04T10:00:00Z', 'local': '2025-10-04T12:00:00+02:00'}",9.29592,,52.127898999912006,11.611463999600902,,
"{'utc': '2018-07-12T17:00:00Z', 'local': '2018-07-12T09:00:00-08:00'}",4.0,,61.599,-149.104,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",9.0,,29.0531,111.66250000000001,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",10.0,,20.005300000000002,110.283,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",6.0,,30.1506,104.6356,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T21:00:00+09:00'}",3.0,,35.02174,126.79041299999999,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T21:00:00+09:00'}",9.0,,35.968522,129.359954,,
"{'utc': '2024-07-11T16:00:00Z', 'local': '2024-07-12T01:00:00+09:00'}",28.0,,37.3367,126.7246,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",19.0,,39.7169,117.3045,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",63.0,,37.8911,114.3524,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",8.5,,40.92460599999999,-75.06782499999998,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",12.0,,27.9958,113.18169999999999,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",27.0,,39.2133,117.1837,,
"{'utc': '2025-10-04T13:32:06Z', 'local': '2025-10-04T23:32:06+10:00'}",6.0,,-41.111,146.836,,
"{'utc': '2025-10-04T10:00:00Z', 'local': '2025-10-04T12:00:00+02:00'}",1.5,,48.3641660000587,2.2369439998826035,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",28.0,,38.492799999999995,112.70029999999998,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",8.7,,40.8197,-73.9481,,
"{'utc': '2019-03-06T18:00:00Z', 'local': '2019-03-06T13:00:00-05:00'}",5.0,,33.007801,-80.964996,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",6.0,,22.4853,113.4411,,
"{'utc': '2020-12-31T16:00:00Z', 'local': '2021-01-01T00:00:00+08:00'}",58.0,,34.5814,105.7281,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",15.0,,37.92509999999999,102.6201,,
"{'utc': '2023-10-11T10:00:00Z', 'local': '2023-10-11T13:00:00+03:00'}",6.279,,40.91444502156321,38.39856425786321,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",4.8,,58.40878,15.631343,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",6.0,,34.91263,-80.874283,,
"{'utc': '2018-04-25T00:00:00Z', 'local': '2018-04-25T02:00:00+02:00'}",15.3,,48.8594439994682,2.351111,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",9.0,,19.9736,110.51109999999998,,
"{'utc': '2022-09-30T04:00:00Z', 'local': '2022-09-30T14:00:00+10:00'}",5.9,,-33.8938889,151.0452778,,
"{'utc': '2020-12-31T17:00:00Z', 'local': '2020-12-31T18:00:00+01:00'}",19.0036,,53.755652,16.089278,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",19.0,,38.8632,115.49299999999998,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",27.0,,37.523599999999995,122.0508,,
"{'utc': '2019-11-21T19:00:00Z', 'local': '2019-11-21T11:00:00-08:00'}",13.0,,38.51091,-122.806141,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",13.0,,38.4418,106.2266,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",24.7,,41.101315,29.024493,,
"{'utc': '2020-12-01T00:00:00Z', 'local': '2020-12-01T00:00:00Z'}",3.89,,51.521451,-0.092771,,
"{'utc': '2025-10-04T09:00:00Z', 'local': '2025-10-04T06:00:00-03:00'}",84.0,,-45.579045667164,-72.049964505825,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",11.0,,38.94220000000001,100.41539999999999,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",12.155999994277954,,43.668502,-79.760339,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",37.0,,35.1044,119.3266,,
"{'utc': '2025-10-04T09:00:00Z', 'local': '2025-10-04T06:00:00-03:00'}",14.0,,-29.970390235273,-71.336038250122,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",6.0,,48.9477,-122.1471,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",12.2,,52.053811,20.429892,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",15.0,,29.8279,106.3787,,
"{'utc': '2024-01-29T20:00:00Z', 'local': '2024-01-29T22:00:00+02:00'}",9.67868954,,44.3488680301443,26.0336260914258,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",3.0,,46.6937,131.1511,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",9.0,,25.8417,98.8546,,
"{'utc': '2019-12-27T09:00:00Z', 'local': '2019-12-27T17:00:00+08:00'}",23.0,,29.818100000000005,114.3036,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",6.0,,34.843899,-82.414597,,
"{'utc': '2025-10-04T11:00:00Z', 'local': '2025-10-04T13:00:00+02:00'}",8.32,,36.186200000337294,-5.380800000355316,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",8.5,,51.115842,20.891593,,
"{'utc': '2019-01-04T15:00:00Z', 'local': '2019-01-04T10:00:00-05:00'}",19.2,,39.80834,-83.88711,,
"{'utc': '2025-10-04T12:44:00Z', 'local': '2025-10-04T15:44:00+03:00'}",3.79,,43.6175,25.3499,,
"{'utc': '2022-12-18T12:00:00Z', 'local': '2022-12-18T15:00:00+03:00'}",18.053,,40.20636833688903,29.187932849552883,,
"{'utc': '2022-02-09T00:00:00Z', 'local': '2022-02-08T19:00:00-05:00'}",19.0444788336842,,40.437622,-79.979849,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",6.0,,38.51670000000001,102.1692,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",13.8,,46.921,-116.89625,,
"{'utc': '2019-11-26T17:00:00Z', 'local': '2019-11-26T09:00:00-08:00'}",16.0,,41.5280575,-122.3644245,,
"{'utc': '2025-10-04T06:00:00Z', 'local': '2025-10-04T08:00:00+02:00'}",17.7,,49.73244857793753,13.402280807865045,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",86.6,,41.013611,29.162222,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",0.4,,41.251123,29.038281,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",52.0,,30.6243,117.5038,,
"{'utc': '2017-04-28T18:00:00Z', 'local': '2017-04-28T12:00:00-06:00'}",4.3,,47.803421,-104.485619,,
"{'utc': '2024-03-04T10:00:00Z', 'local': '2024-03-04T11:00:00+01:00'}",6.07340002,,47.839999999465924,16.528059999999996,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",10.0,,41.057672,28.945682,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",6.6,,40.987368,28.72999,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",5.0,,44.01420000000001,87.3095,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",11.0,,41.087733,28.982773,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T07:00:00-05:00'}",12.0,,42.5047,-87.8111,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",4.0,,33.5694,-112.1915,,
"{'utc': '2023-04-27T08:00:00Z', 'local': '2023-04-27T11:00:00+03:00'}",11.761,,41.181944,27.816944,,
"{'utc': '2025-10-04T10:00:00Z', 'local': '2025-10-04T15:30:00+05:30'}",14.0,,24.792403,84.992416,,
"{'utc': '2021-05-10T16:00:00Z', 'local': '2021-05-11T02:00:00+10:00'}",2.23,,-37.6552277,144.941116,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",23.2,,41.038333,28.888056,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",21.1,,41.206735239266635,28.74511221839625,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",15.3465,,43.728017,20.693602,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",27.3,,41.014722,28.954721999999997,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",5.0,,47.808226,-117.34327,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T14:00:00+02:00'}",8.9,,52.082277,21.124598,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",16.0,,39.9726,116.08799999999998,,
"{'utc': '2024-10-01T15:00:00Z', 'local': '2024-10-01T11:00:00-04:00'}",4.9,,32.5214,-84.9436,,
"{'utc': '2025-10-03T13:00:00Z', 'local': '2025-10-03T08:00:00-05:00'}",29.0,,29.162942,-98.589126,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",12.5,,41.015278,29.024999999999995,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",14.0,,41.031781790808964,28.842847815273256,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",16.0,,40.89,29.2075,,
"{'utc': '2023-09-23T12:00:00Z', 'local': '2023-09-23T15:00:00+03:00'}",15.0,,40.843497848544786,29.302107900485982,,
"{'utc': '2023-10-11T10:00:00Z', 'local': '2023-10-11T13:00:00+03:00'}",29.65,,36.99190371532923,35.326057728836055,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",16.0,,41.8391,123.7086,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",8.0,,32.4287,105.8628,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",25.0,,41.753800000000005,86.1472,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",8.0,,42.974461,-81.200858,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",10.0,,31.479700000000005,92.05060000000002,,
"{'utc': '2025-10-04T10:15:00Z', 'local': '2025-10-04T15:45:00+05:30'}",7.0,,11.6829898,79.7532099,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",8.0,,34.8416,-118.8647,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T05:00:00-07:00'}",3.7,,39.8134,-120.4707,,
"{'utc': '2024-01-29T19:00:00Z', 'local': '2024-01-29T20:00:00+01:00'}",9.0,,43.48055554946381,-8.24138888,,
"{'utc': '2020-12-01T00:00:00Z', 'local': '2020-12-01T00:00:00Z'}",4.59,,51.555387,-0.116092,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T06:00:00-06:00'}",13.04,,20.388888888889,-99.972147222222,,
"{'utc': '2025-10-04T11:00:00Z', 'local': '2025-10-04T12:00:00+01:00'}",10.0,,28.38016000020401,-16.36832999967424,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",13.0,,41.1694,80.29200000000002,,
"{'utc': '2020-12-31T16:00:00Z', 'local': '2021-01-01T00:00:00+08:00'}",19.0,,43.72559999999999,126.67719999999998,,
"{'utc': '2025-10-04T12:00:00Z', 'local': '2025-10-04T08:00:00-04:00'}",3.0,,39.565601,-77.721901,,
"{'utc': '2021-08-09T11:00:00Z', 'local': '2021-08-09T19:00:00+08:00'}",14.0,,25.8481,114.9461,,
